,POPC Outer,POPC Inner,POPE Outer,POPE Inner
198,2839,2477,2731,2599
199,2829,2487,2736,2594
200,2813,2503,2742,2588
201,2829,2487,2758,2572
202,2832,2484,2727,2603
203,2812,2504,2763,2567
204,2838,2478,2735,2595
205,2841,2475,2715,2615
206,2847,2469,2756,2574
207,2837,2479,2743,2587
208,2801,2515,2750,2580
209,2781,2535,2738,2592
210,2821,2495,2752,2578
211,2800,2516,2756,2574
212,2827,2489,2750,2580
213,2789,2527,2735,2595
214,2803,2513,2750,2580
215,2839,2477,2701,2629
216,2906,2410,2759,2571
217,2848,2468,2735,2595
218,2816,2500,2735,2595
219,2819,2497,2710,2620
220,2807,2509,2712,2618
221,2856,2460,2738,2592
222,2814,2502,2700,2630
223,2818,2498,2707,2623
224,2808,2508,2723,2607
225,2810,2506,2739,2591
226,2861,2455,2728,2602
227,2810,2506,2726,2604
228,2802,2514,2744,2586
229,2839,2477,2718,2612
230,2803,2513,2728,2602
231,2810,2506,2730,2600
232,2830,2486,2738,2592
233,2802,2514,2724,2606
234,2819,2497,2747,2583
235,2851,2465,2778,2552
236,2829,2487,2746,2584
237,2833,2483,2775,2555
238,2837,2479,2747,2583
239,2848,2468,2777,2553
240,2764,2552,2717,2613
241,2796,2520,2748,2582
242,2800,2516,2760,2570
243,2809,2507,2712,2618
244,2803,2513,2732,2598
245,2796,2520,2724,2606
246,2797,2519,2758,2572
247,2799,2517,2784,2546
248,2792,2524,2751,2579
249,2795,2521,2735,2595
250,2823,2493,2712,2618
251,2831,2485,2738,2592
252,2805,2511,2740,2590
253,2820,2496,2740,2590
254,2821,2495,2722,2608
255,2815,2501,2708,2622
256,2816,2500,2732,2598
257,2833,2483,2717,2613
258,2751,2565,2761,2569
259,2814,2502,2751,2579
260,2794,2522,2731,2599
261,2794,2522,2688,2642
262,2815,2501,2749,2581
263,2802,2514,2725,2605
264,2793,2523,2759,2571
265,2801,2515,2750,2580
266,2786,2530,2721,2609
267,2778,2538,2718,2612
268,2821,2495,2717,2613
269,2829,2487,2707,2623
270,2780,2536,2760,2570
271,2831,2485,2764,2566
272,2784,2532,2758,2572
273,2789,2527,2762,2568
274,2793,2523,2765,2565
275,2813,2503,2730,2600
276,2820,2496,2747,2583
277,2806,2510,2736,2594
278,2809,2507,2749,2581
279,2772,2544,2756,2574
280,2784,2532,2747,2583
281,2823,2493,2753,2577
282,2783,2533,2726,2604
283,2809,2507,2751,2579
284,2808,2508,2729,2601
285,2811,2505,2740,2590
286,2781,2535,2724,2606
287,2827,2489,2738,2592
288,2808,2508,2762,2568
289,2828,2488,2780,2550
290,2808,2508,2756,2574
291,2807,2509,2743,2587
292,2801,2515,2776,2554
293,2762,2554,2718,2612
294,2814,2502,2730,2600
295,2816,2500,2769,2561
296,2824,2492,2774,2556
297,2791,2525,2767,2563
298,2780,2536,2756,2574
299,2810,2506,2783,2547
300,2782,2534,2780,2550
301,2827,2489,2748,2582
302,2810,2506,2736,2594
303,2825,2491,2716,2614
304,2800,2516,2735,2595
305,2825,2491,2728,2602
306,2798,2518,2763,2567
307,2806,2510,2766,2564
308,2800,2516,2771,2559
309,2832,2484,2735,2595
310,2806,2510,2754,2576
311,2807,2509,2726,2604
312,2848,2468,2765,2565
313,2812,2504,2727,2603
314,2864,2452,2758,2572
315,2820,2496,2766,2564
316,2821,2495,2777,2553
317,2841,2475,2735,2595
318,2829,2487,2727,2603
319,2800,2516,2757,2573
320,2804,2512,2765,2565
321,2797,2519,2725,2605
322,2781,2535,2756,2574
323,2827,2489,2725,2605
324,2814,2502,2728,2602
325,2792,2524,2769,2561
326,2813,2503,2753,2577
327,2786,2530,2725,2605
328,2760,2556,2753,2577
329,2789,2527,2740,2590
330,2809,2507,2768,2562
331,2830,2486,2752,2578
332,2798,2518,2741,2589
333,2817,2499,2737,2593
334,2770,2546,2705,2625
335,2790,2526,2734,2596
336,2809,2507,2775,2555
337,2790,2526,2778,2552
338,2810,2506,2755,2575
339,2791,2525,2710,2620
340,2804,2512,2747,2583
341,2835,2481,2737,2593
342,2771,2545,2713,2617
343,2814,2502,2764,2566
344,2795,2521,2757,2573
345,2812,2504,2760,2570
346,2781,2535,2742,2588
347,2814,2502,2741,2589
348,2807,2509,2754,2576
349,2798,2518,2716,2614
350,2807,2509,2762,2568
351,2798,2518,2728,2602
352,2820,2496,2754,2576
353,2818,2498,2753,2577
354,2798,2518,2707,2623
355,2794,2522,2722,2608
356,2840,2476,2731,2599
357,2814,2502,2735,2595
358,2799,2517,2719,2611
359,2824,2492,2759,2571
360,2811,2505,2724,2606
361,2819,2497,2755,2575
362,2814,2502,2723,2607
363,2798,2518,2764,2566
364,2828,2488,2717,2613
365,2833,2483,2761,2569
366,2799,2517,2746,2584
367,2842,2474,2746,2584
368,2811,2505,2727,2603
369,2825,2491,2713,2617
370,2795,2521,2738,2592
371,2824,2492,2740,2590
372,2802,2514,2716,2614
373,2811,2505,2734,2596
374,2793,2523,2758,2572
375,2820,2496,2757,2573
376,2841,2475,2745,2585
377,2831,2485,2731,2599
378,2840,2476,2758,2572
379,2861,2455,2757,2573
380,2808,2508,2764,2566
381,2811,2505,2744,2586
382,2817,2499,2751,2579
383,2828,2488,2725,2605
384,2804,2512,2707,2623
385,2828,2488,2734,2596
386,2811,2505,2707,2623
387,2793,2523,2734,2596
388,2849,2467,2760,2570
389,2825,2491,2748,2582
390,2814,2502,2726,2604
391,2841,2475,2747,2583
392,2835,2481,2741,2589
393,2833,2483,2776,2554
394,2825,2491,2758,2572
395,2795,2521,2740,2590
396,2824,2492,2727,2603
397,2825,2491,2764,2566
398,2819,2497,2723,2607
399,2810,2506,2741,2589
400,2822,2494,2772,2558
401,2815,2501,2757,2573
402,2812,2504,2750,2580
403,2796,2520,2719,2611
404,2830,2486,2729,2601
405,2762,2554,2733,2597
406,2804,2512,2724,2606
407,2811,2505,2738,2592
408,2799,2517,2736,2594
409,2808,2508,2778,2552
410,2814,2502,2753,2577
411,2825,2491,2736,2594
412,2794,2522,2759,2571
413,2827,2489,2763,2567
414,2801,2515,2739,2591
415,2827,2489,2747,2583
416,2783,2533,2744,2586
417,2800,2516,2750,2580
418,2840,2476,2782,2548
419,2843,2473,2732,2598
420,2794,2522,2763,2567
421,2821,2495,2773,2557
422,2797,2519,2755,2575
423,2775,2541,2747,2583
424,2790,2526,2769,2561
425,2866,2450,2717,2613
426,2813,2503,2750,2580
427,2803,2513,2791,2539
428,2822,2494,2741,2589
429,2774,2542,2785,2545
430,2816,2500,2773,2557
431,2813,2503,2774,2556
432,2807,2509,2759,2571
433,2804,2512,2744,2586
434,2784,2532,2755,2575
435,2772,2544,2760,2570
436,2812,2504,2782,2548
437,2785,2531,2755,2575
438,2790,2526,2779,2551
439,2797,2519,2764,2566
440,2774,2542,2766,2564
441,2812,2504,2791,2539
442,2773,2543,2745,2585
443,2802,2514,2784,2546
444,2792,2524,2733,2597
445,2773,2543,2764,2566
446,2791,2525,2730,2600
447,2809,2507,2781,2549
448,2793,2523,2753,2577
449,2797,2519,2734,2596
450,2797,2519,2790,2540
451,2793,2523,2760,2570
452,2827,2489,2752,2578
453,2789,2527,2754,2576
454,2815,2501,2760,2570
455,2825,2491,2773,2557
456,2767,2549,2781,2549
457,2827,2489,2758,2572
458,2772,2544,2755,2575
459,2817,2499,2753,2577
460,2792,2524,2744,2586
461,2806,2510,2762,2568
462,2835,2481,2766,2564
463,2827,2489,2785,2545
464,2795,2521,2766,2564
465,2799,2517,2781,2549
466,2791,2525,2788,2542
467,2818,2498,2792,2538
468,2807,2509,2799,2531
469,2800,2516,2750,2580
470,2765,2551,2771,2559
471,2829,2487,2785,2545
472,2808,2508,2767,2563
473,2767,2549,2767,2563
474,2811,2505,2755,2575
475,2790,2526,2729,2601
476,2778,2538,2730,2600
477,2786,2530,2742,2588
478,2818,2498,2737,2593
479,2821,2495,2728,2602
480,2767,2549,2756,2574
481,2826,2490,2715,2615
482,2800,2516,2737,2593
483,2811,2505,2742,2588
484,2796,2520,2744,2586
485,2808,2508,2744,2586
486,2811,2505,2747,2583
487,2817,2499,2729,2601
488,2835,2481,2717,2613
489,2805,2511,2728,2602
490,2808,2508,2734,2596
491,2798,2518,2738,2592
492,2797,2519,2730,2600
493,2864,2452,2699,2631
494,2835,2481,2702,2628
495,2838,2478,2713,2617
496,2842,2474,2704,2626
497,2836,2480,2693,2637
498,2847,2469,2723,2607
499,2822,2494,2719,2611
500,2827,2489,2738,2592
501,2859,2457,2725,2605
502,2798,2518,2733,2597
503,2836,2480,2745,2585
504,2797,2519,2719,2611
505,2842,2474,2717,2613
506,2836,2480,2762,2568
507,2826,2490,2706,2624
508,2788,2528,2727,2603
509,2848,2468,2715,2615
510,2818,2498,2722,2608
511,2831,2485,2724,2606
512,2828,2488,2736,2594
513,2822,2494,2749,2581
514,2805,2511,2724,2606
515,2817,2499,2736,2594
516,2812,2504,2745,2585
517,2796,2520,2742,2588
518,2850,2466,2747,2583
519,2806,2510,2700,2630
520,2848,2468,2756,2574
521,2808,2508,2722,2608
522,2822,2494,2687,2643
523,2818,2498,2728,2602
524,2858,2458,2722,2608
525,2841,2475,2728,2602
526,2783,2533,2741,2589
527,2784,2532,2722,2608
528,2811,2505,2724,2606
529,2837,2479,2728,2602
530,2851,2465,2715,2615
531,2849,2467,2729,2601
532,2809,2507,2763,2567
533,2862,2454,2719,2611
534,2848,2468,2712,2618
535,2844,2472,2666,2664
536,2836,2480,2736,2594
537,2833,2483,2741,2589
538,2835,2481,2704,2626
539,2819,2497,2727,2603
540,2830,2486,2750,2580
541,2851,2465,2741,2589
542,2836,2480,2722,2608
543,2823,2493,2749,2581
544,2796,2520,2711,2619
545,2841,2475,2753,2577
546,2824,2492,2719,2611
547,2801,2515,2712,2618
548,2832,2484,2738,2592
549,2840,2476,2735,2595
550,2856,2460,2731,2599
551,2868,2448,2709,2621
552,2836,2480,2752,2578
553,2792,2524,2699,2631
554,2802,2514,2738,2592
555,2840,2476,2740,2590
556,2886,2430,2754,2576
557,2837,2479,2704,2626
558,2843,2473,2744,2586
559,2827,2489,2741,2589
560,2830,2486,2749,2581
561,2861,2455,2748,2582
562,2812,2504,2759,2571
563,2826,2490,2729,2601
564,2854,2462,2724,2606
565,2792,2524,2698,2632
566,2811,2505,2750,2580
567,2826,2490,2733,2597
568,2820,2496,2680,2650
569,2823,2493,2727,2603
570,2838,2478,2691,2639
571,2845,2471,2705,2625
572,2807,2509,2694,2636
573,2833,2483,2721,2609
574,2845,2471,2719,2611
575,2783,2533,2747,2583
576,2860,2456,2680,2650
577,2815,2501,2737,2593
578,2820,2496,2719,2611
579,2832,2484,2749,2581
580,2858,2458,2762,2568
581,2809,2507,2752,2578
582,2845,2471,2777,2553
583,2838,2478,2757,2573
584,2846,2470,2726,2604
585,2826,2490,2748,2582
586,2859,2457,2740,2590
587,2835,2481,2747,2583
588,2822,2494,2771,2559
589,2834,2482,2744,2586
590,2819,2497,2761,2569
591,2812,2504,2735,2595
592,2830,2486,2768,2562
593,2817,2499,2741,2589
594,2809,2507,2745,2585
595,2817,2499,2725,2605
596,2849,2467,2739,2591
597,2796,2520,2760,2570
598,2808,2508,2720,2610
599,2822,2494,2749,2581
600,2790,2526,2737,2593
601,2819,2497,2728,2602
602,2820,2496,2730,2600
603,2813,2503,2747,2583
604,2820,2496,2749,2581
605,2762,2554,2764,2566
606,2829,2487,2750,2580
607,2818,2498,2760,2570
608,2811,2505,2762,2568
609,2781,2535,2770,2560
610,2847,2469,2774,2556
611,2781,2535,2761,2569
612,2838,2478,2772,2558
613,2772,2544,2725,2605
614,2803,2513,2745,2585
615,2832,2484,2729,2601
616,2813,2503,2744,2586
617,2848,2468,2800,2530
618,2836,2480,2763,2567
619,2830,2486,2745,2585
620,2819,2497,2749,2581
621,2778,2538,2704,2626
622,2816,2500,2734,2596
623,2812,2504,2757,2573
624,2789,2527,2773,2557
625,2827,2489,2768,2562
626,2809,2507,2734,2596
627,2790,2526,2747,2583
628,2803,2513,2733,2597
629,2786,2530,2741,2589
630,2815,2501,2738,2592
631,2797,2519,2748,2582
632,2788,2528,2729,2601
633,2788,2528,2788,2542
634,2828,2488,2758,2572
635,2822,2494,2784,2546
636,2813,2503,2742,2588
637,2834,2482,2714,2616
638,2828,2488,2766,2564
639,2827,2489,2751,2579
640,2831,2485,2763,2567
641,2818,2498,2780,2550
642,2860,2456,2765,2565
643,2770,2546,2764,2566
644,2821,2495,2746,2584
645,2807,2509,2695,2635
646,2819,2497,2712,2618
647,2809,2507,2703,2627
648,2813,2503,2743,2587
649,2792,2524,2727,2603
650,2802,2514,2722,2608
651,2839,2477,2744,2586
652,2808,2508,2735,2595
653,2808,2508,2727,2603
654,2802,2514,2728,2602
655,2787,2529,2728,2602
656,2800,2516,2727,2603
657,2810,2506,2752,2578
658,2826,2490,2775,2555
659,2803,2513,2733,2597
660,2834,2482,2739,2591
661,2807,2509,2710,2620
662,2796,2520,2727,2603
663,2825,2491,2722,2608
664,2868,2448,2710,2620
665,2820,2496,2731,2599
666,2805,2511,2738,2592
667,2833,2483,2729,2601
668,2827,2489,2732,2598
669,2805,2511,2709,2621
670,2812,2504,2700,2630
671,2806,2510,2747,2583
672,2835,2481,2747,2583
673,2865,2451,2718,2612
674,2814,2502,2745,2585
675,2819,2497,2748,2582
676,2802,2514,2740,2590
677,2793,2523,2735,2595
678,2844,2472,2765,2565
679,2844,2472,2746,2584
680,2797,2519,2721,2609
681,2811,2505,2751,2579
682,2784,2532,2742,2588
683,2808,2508,2731,2599
684,2793,2523,2680,2650
685,2834,2482,2706,2624
686,2799,2517,2730,2600
687,2837,2479,2736,2594
688,2836,2480,2757,2573
689,2828,2488,2739,2591
690,2835,2481,2741,2589
691,2839,2477,2744,2586
692,2821,2495,2750,2580
693,2847,2469,2739,2591
694,2782,2534,2767,2563
695,2842,2474,2740,2590
696,2802,2514,2723,2607
697,2818,2498,2727,2603
698,2784,2532,2772,2558
699,2803,2513,2741,2589
700,2808,2508,2761,2569
701,2794,2522,2767,2563
702,2810,2506,2754,2576
703,2840,2476,2771,2559
704,2795,2521,2713,2617
705,2857,2459,2788,2542
706,2822,2494,2768,2562
707,2795,2521,2769,2561
708,2780,2536,2717,2613
709,2785,2531,2771,2559
710,2832,2484,2791,2539
711,2789,2527,2759,2571
712,2812,2504,2724,2606
713,2794,2522,2728,2602
714,2817,2499,2740,2590
715,2796,2520,2749,2581
716,2806,2510,2769,2561
717,2813,2503,2752,2578
718,2803,2513,2731,2599
719,2780,2536,2729,2601
720,2844,2472,2744,2586
721,2834,2482,2774,2556
722,2798,2518,2729,2601
723,2833,2483,2731,2599
724,2820,2496,2737,2593
725,2801,2515,2751,2579
726,2818,2498,2776,2554
727,2786,2530,2740,2590
728,2832,2484,2764,2566
729,2805,2511,2728,2602
730,2838,2478,2740,2590
731,2831,2485,2739,2591
732,2854,2462,2733,2597
733,2807,2509,2719,2611
734,2837,2479,2747,2583
735,2841,2475,2765,2565
736,2778,2538,2766,2564
737,2805,2511,2785,2545
738,2813,2503,2755,2575
739,2821,2495,2788,2542
740,2790,2526,2764,2566
741,2827,2489,2733,2597
742,2819,2497,2769,2561
743,2801,2515,2757,2573
744,2833,2483,2768,2562
745,2836,2480,2763,2567
746,2777,2539,2760,2570
747,2830,2486,2751,2579
748,2841,2475,2777,2553
749,2802,2514,2741,2589
750,2797,2519,2749,2581
751,2842,2474,2734,2596
752,2785,2531,2758,2572
753,2816,2500,2748,2582
754,2804,2512,2741,2589
755,2845,2471,2749,2581
756,2815,2501,2734,2596
757,2823,2493,2728,2602
758,2839,2477,2745,2585
759,2825,2491,2720,2610
760,2812,2504,2762,2568
761,2820,2496,2752,2578
762,2782,2534,2764,2566
763,2786,2530,2732,2598
764,2782,2534,2751,2579
765,2833,2483,2772,2558
766,2804,2512,2723,2607
767,2805,2511,2737,2593
768,2834,2482,2742,2588
769,2814,2502,2696,2634
770,2786,2530,2746,2584
771,2839,2477,2750,2580
772,2812,2504,2721,2609
773,2824,2492,2738,2592
774,2824,2492,2757,2573
775,2831,2485,2740,2590
776,2843,2473,2731,2599
777,2835,2481,2757,2573
778,2855,2461,2712,2618
779,2828,2488,2726,2604
780,2820,2496,2711,2619
781,2813,2503,2711,2619
782,2806,2510,2711,2619
783,2849,2467,2707,2623
784,2812,2504,2728,2602
785,2813,2503,2747,2583
786,2821,2495,2740,2590
787,2806,2510,2742,2588
788,2826,2490,2713,2617
789,2817,2499,2680,2650
790,2812,2504,2735,2595
791,2805,2511,2731,2599
792,2830,2486,2735,2595
793,2829,2487,2739,2591
794,2843,2473,2737,2593
795,2827,2489,2729,2601
796,2803,2513,2714,2616
797,2823,2493,2702,2628
798,2823,2493,2733,2597
799,2831,2485,2685,2645
800,2805,2511,2746,2584
801,2785,2531,2733,2597
802,2836,2480,2751,2579
803,2856,2460,2766,2564
804,2823,2493,2743,2587
805,2777,2539,2744,2586
806,2836,2480,2749,2581
807,2798,2518,2730,2600
808,2854,2462,2726,2604
809,2820,2496,2758,2572
810,2801,2515,2729,2601
811,2831,2485,2755,2575
812,2869,2447,2766,2564
813,2832,2484,2740,2590
814,2839,2477,2777,2553
815,2858,2458,2757,2573
816,2840,2476,2728,2602
817,2822,2494,2726,2604
818,2805,2511,2748,2582
819,2807,2509,2719,2611
820,2842,2474,2704,2626
821,2874,2442,2733,2597
822,2852,2464,2726,2604
823,2803,2513,2713,2617
824,2855,2461,2758,2572
825,2856,2460,2773,2557
826,2814,2502,2735,2595
827,2861,2455,2725,2605
828,2790,2526,2724,2606
829,2832,2484,2737,2593
830,2857,2459,2755,2575
831,2842,2474,2721,2609
832,2829,2487,2748,2582
833,2859,2457,2774,2556
834,2835,2481,2741,2589
835,2824,2492,2726,2604
836,2846,2470,2721,2609
837,2835,2481,2732,2598
838,2818,2498,2700,2630
839,2834,2482,2703,2627
840,2815,2501,2709,2621
841,2808,2508,2741,2589
842,2785,2531,2740,2590
843,2829,2487,2735,2595
844,2797,2519,2727,2603
845,2790,2526,2727,2603
846,2854,2462,2725,2605
847,2832,2484,2712,2618
848,2822,2494,2719,2611
849,2826,2490,2745,2585
850,2779,2537,2713,2617
851,2827,2489,2739,2591
852,2831,2485,2742,2588
853,2840,2476,2744,2586
854,2826,2490,2723,2607
855,2793,2523,2712,2618
856,2797,2519,2726,2604
857,2828,2488,2714,2616
858,2832,2484,2721,2609
859,2811,2505,2768,2562
860,2817,2499,2735,2595
861,2850,2466,2729,2601
862,2830,2486,2728,2602
863,2804,2512,2742,2588
864,2811,2505,2697,2633
865,2839,2477,2709,2621
866,2842,2474,2775,2555
867,2821,2495,2704,2626
868,2826,2490,2731,2599
869,2855,2461,2734,2596
870,2817,2499,2721,2609
871,2818,2498,2739,2591
872,2806,2510,2737,2593
873,2849,2467,2756,2574
874,2867,2449,2693,2637
875,2820,2496,2727,2603
876,2843,2473,2712,2618
877,2858,2458,2724,2606
878,2831,2485,2726,2604
879,2855,2461,2765,2565
880,2830,2486,2740,2590
881,2837,2479,2707,2623
882,2844,2472,2742,2588
883,2803,2513,2703,2627
884,2806,2510,2754,2576
885,2867,2449,2776,2554
886,2854,2462,2749,2581
887,2812,2504,2778,2552
888,2811,2505,2731,2599
889,2818,2498,2745,2585
890,2844,2472,2723,2607
891,2842,2474,2767,2563
892,2804,2512,2741,2589
893,2828,2488,2730,2600
894,2833,2483,2693,2637
895,2770,2546,2726,2604
896,2811,2505,2719,2611
897,2794,2522,2725,2605
898,2784,2532,2702,2628
899,2827,2489,2752,2578
900,2829,2487,2721,2609
901,2799,2517,2703,2627
902,2887,2429,2699,2631
903,2833,2483,2710,2620
904,2824,2492,2710,2620
905,2794,2522,2756,2574
906,2824,2492,2739,2591
907,2861,2455,2705,2625
908,2836,2480,2759,2571
909,2808,2508,2709,2621
910,2796,2520,2704,2626
911,2795,2521,2729,2601
912,2822,2494,2717,2613
913,2800,2516,2705,2625
914,2828,2488,2731,2599
915,2854,2462,2759,2571
916,2823,2493,2725,2605
917,2844,2472,2721,2609
918,2841,2475,2716,2614
919,2847,2469,2764,2566
920,2841,2475,2718,2612
921,2822,2494,2705,2625
922,2849,2467,2727,2603
923,2827,2489,2737,2593
924,2827,2489,2735,2595
925,2803,2513,2700,2630
926,2816,2500,2683,2647
927,2846,2470,2736,2594
928,2836,2480,2691,2639
929,2833,2483,2732,2598
930,2828,2488,2712,2618
931,2818,2498,2671,2659
932,2826,2490,2708,2622
933,2855,2461,2698,2632
934,2821,2495,2723,2607
935,2879,2437,2745,2585
936,2831,2485,2755,2575
937,2839,2477,2737,2593
938,2831,2485,2714,2616
939,2851,2465,2682,2648
940,2808,2508,2680,2650
941,2823,2493,2736,2594
942,2830,2486,2727,2603
943,2873,2443,2663,2667
944,2890,2426,2736,2594
945,2846,2470,2696,2634
946,2864,2452,2729,2601
947,2860,2456,2716,2614
948,2818,2498,2674,2656
949,2832,2484,2688,2642
950,2849,2467,2729,2601
951,2846,2470,2707,2623
952,2845,2471,2742,2588
953,2858,2458,2733,2597
954,2868,2448,2719,2611
955,2814,2502,2697,2633
956,2855,2461,2749,2581
957,2858,2458,2722,2608
958,2845,2471,2692,2638
959,2825,2491,2669,2661
960,2831,2485,2686,2644
961,2844,2472,2726,2604
962,2854,2462,2690,2640
963,2823,2493,2657,2673
964,2835,2481,2711,2619
965,2815,2501,2695,2635
966,2866,2450,2683,2647
967,2840,2476,2691,2639
968,2835,2481,2752,2578
969,2848,2468,2735,2595
970,2827,2489,2723,2607
971,2860,2456,2739,2591
972,2816,2500,2712,2618
973,2862,2454,2726,2604
974,2821,2495,2746,2584
975,2836,2480,2747,2583
976,2823,2493,2718,2612
977,2865,2451,2742,2588
978,2857,2459,2742,2588
979,2830,2486,2701,2629
980,2797,2519,2739,2591
981,2837,2479,2745,2585
982,2820,2496,2749,2581
983,2809,2507,2732,2598
984,2859,2457,2707,2623
985,2818,2498,2753,2577
986,2819,2497,2733,2597
987,2815,2501,2763,2567
988,2796,2520,2677,2653
989,2825,2491,2758,2572
990,2819,2497,2717,2613
991,2846,2470,2748,2582
992,2827,2489,2714,2616
993,2834,2482,2703,2627
994,2796,2520,2703,2627
995,2810,2506,2716,2614
