,POPC Outer,POPC Inner,POPE Outer,POPE Inner
988,2791,2525,2707,2623
989,2802,2514,2756,2574
990,2818,2498,2711,2619
991,2822,2494,2754,2576
992,2841,2475,2726,2604
993,2795,2521,2698,2632
994,2782,2534,2713,2617
995,2798,2518,2719,2611
996,2813,2503,2733,2597
997,2832,2484,2726,2604
998,2854,2462,2734,2596
999,2808,2508,2743,2587
1000,2856,2460,2701,2629
1001,2879,2437,2752,2578
